ra,dec,total,teff
125.0,88.0,83.0,9084.0
125.0,89.0,163.0,8071.0
125.0,90.0,20.0,4228.5967
125.0,91.0,25.0,4172.75
125.0,92.0,34.0,4900.02
125.0,93.0,52.0,9515.0
125.0,94.0,25.0,3888.5
125,95,15,0
125.0,96.0,32.0,4339.0
125.0,97.0,40.0,4978.0
125.0,98.0,39.0,5543.656999999997
125.0,99.0,14.0,9561.0
126,0,1,0
126,1,0,0
126.0,2.0,5.0,3489.42
126.0,3.0,1.0,4390.38
126,4,0,0
126,5,2,0
126.0,6.0,3.0,4886.0
126,7,0,0
126.0,8.0,3.0,3608.44
126.0,9.0,8.0,6685.233
126.0,10.0,2.0,4672.8604
126.0,11.0,4.0,5457.6665
126.0,12.0,7.0,6081.0
126.0,13.0,1.0,3918.6667
126.0,14.0,4.0,8868.667
126.0,15.0,3.0,4879.56
126.0,16.0,9.0,4834.9434
126.0,17.0,3.0,5060.2170000000015
126.0,18.0,3.0,5276.42
126.0,19.0,22.0,5976.1104
126.0,20.0,33.0,9554.667
126.0,21.0,57.0,4676.0
126.0,22.0,42.0,5143.45
126.0,23.0,132.0,8630.0
126.0,24.0,105.0,8868.667
126.0,25.0,99.0,9603.0
126.0,26.0,53.0,8868.667
126.0,27.0,73.0,4946.75
126.0,28.0,55.0,4796.567
126.0,29.0,125.0,9613.0
126.0,30.0,81.0,8582.667
126.0,31.0,107.0,7056.0
126.0,32.0,66.0,9569.0
126.0,33.0,91.0,8868.667
126.0,34.0,100.0,4407.6665
126.0,35.0,74.0,9593.0
126.0,36.0,103.0,5836.74
126.0,37.0,76.0,5408.225
126.0,38.0,91.0,5239.975
126.0,39.0,79.0,4689.0
126.0,40.0,102.0,8982.5
126.0,41.0,108.0,8751.0
126.0,42.0,87.0,9307.0
126.0,43.0,146.0,6748.853
126.0,44.0,145.0,4733.29
126.0,45.0,116.0,4472.0
126.0,46.0,140.0,8552.5
126.0,47.0,102.0,4867.0
126.0,48.0,125.0,5669.1
126.0,49.0,146.0,9515.0
126.0,50.0,132.0,5143.45
126.0,51.0,176.0,7271.0
126.0,52.0,198.0,8982.5
126.0,53.0,192.0,8077.3335
126.0,54.0,163.0,9084.0
126.0,55.0,132.0,9136.5
126.0,56.0,134.0,5409.0
126.0,57.0,141.0,9412.0
126.0,58.0,143.0,8506.5
126.0,59.0,123.0,5055.47
126.0,60.0,117.0,9536.667
126.0,61.0,101.0,5004.47
126.0,62.0,113.0,9164.667
126.0,63.0,101.0,9566.0
126.0,64.0,74.0,9119.0
126.0,65.0,95.0,9378.5
126.0,66.0,91.0,9554.667
126.0,67.0,110.0,5163.2
126.0,68.0,109.0,9515.0
126.0,69.0,94.0,9578.5
126.0,70.0,75.0,9307.0
126.0,71.0,59.0,9537.25
126.0,72.0,72.0,9495.0
126.0,73.0,91.0,8868.667
126.0,74.0,79.0,8728.0
126.0,75.0,74.0,8868.667
126.0,76.0,65.0,9566.0
126.0,77.0,83.0,9438.0
126.0,78.0,100.0,8868.667
126.0,79.0,78.0,9552.333
126.0,80.0,60.0,8868.667
126.0,81.0,57.0,8562.5
126.0,82.0,64.0,9365.0
126.0,83.0,56.0,9566.0
126.0,84.0,63.0,8366.0
126.0,85.0,57.0,8868.667
126.0,86.0,65.0,9554.667
126.0,87.0,50.0,9045.0
126.0,88.0,61.0,9519.0
126.0,89.0,125.0,5943.0
126.0,90.0,31.0,4270.0
126.0,91.0,27.0,9269.5
126.0,92.0,33.0,4395.0
126.0,93.0,31.0,8588.0
126.0,94.0,33.0,4344.0
126.0,95.0,23.0,9368.5
126.0,96.0,32.0,8103.25
126.0,97.0,34.0,4392.7725
126.0,98.0,48.0,5512.0
126.0,99.0,13.0,3903.25
127,0,1,0
127.0,1.0,3.0,9603.0
127,2,1,0
127.0,3.0,2.0,6131.5
127,4,3,0
127,5,2,0
127.0,6.0,2.0,5784.0
127.0,7.0,2.0,3991.6833
127.0,8.0,3.0,3985.0364
127.0,9.0,3.0,3729.0
127.0,10.0,4.0,6369.0
127.0,11.0,2.0,5759.0
127.0,12.0,2.0,4424.03
127,13,1,0
127.0,14.0,5.0,5612.1
127.0,15.0,5.0,6072.0
127.0,16.0,2.0,5416.7134
127.0,17.0,5.0,4956.0
127.0,18.0,10.0,4788.7725
127.0,19.0,25.0,5149.0
127.0,20.0,38.0,9045.0
127.0,21.0,51.0,4763.9966
127.0,22.0,45.0,5133.8325
127.0,23.0,119.0,9084.0
127.0,24.0,105.0,9554.0
127.0,25.0,70.0,9554.0
127.0,26.0,78.0,8868.667
127.0,27.0,56.0,8598.667
127.0,28.0,78.0,8725.667
127.0,29.0,66.0,8725.667
127.0,30.0,87.0,5356.0
127.0,31.0,113.0,9534.333
127.0,32.0,68.0,5617.156999999997
127.0,33.0,75.0,9307.0
127.0,34.0,68.0,4481.6665
127.0,35.0,40.0,4288.0
127.0,36.0,65.0,7442.0
127.0,37.0,59.0,4407.433
127.0,38.0,66.0,6485.5
127.0,39.0,95.0,5735.0
127.0,40.0,99.0,9516.75
127.0,41.0,101.0,4846.513
127.0,42.0,101.0,8982.5
127.0,43.0,128.0,5213.0
127.0,44.0,112.0,6012.6665
127.0,45.0,130.0,9542.5
127.0,46.0,125.0,8982.5
127.0,47.0,85.0,9084.0
127.0,48.0,138.0,5245.0
127.0,49.0,149.0,8565.0
127.0,50.0,150.0,9613.0
127.0,51.0,137.0,9578.5
127.0,52.0,151.0,5095.6333
127.0,53.0,156.0,9502.75
127.0,54.0,135.0,9412.0
127.0,55.0,119.0,8583.0
127.0,56.0,126.0,7109.93
127.0,57.0,121.0,9515.0
127.0,58.0,127.0,9515.0
127.0,59.0,109.0,7401.75
127.0,60.0,87.0,5800.0
127.0,61.0,90.0,4673.0547
127.0,62.0,97.0,4460.0
127.0,63.0,109.0,5232.813
127.0,64.0,94.0,5832.0
127.0,65.0,83.0,9578.5
127.0,66.0,102.0,9578.5
127.0,67.0,103.0,8868.667
127.0,68.0,94.0,8583.0
127.0,69.0,75.0,9536.667
127.0,70.0,93.0,9466.25
127.0,71.0,72.0,8868.667
127.0,72.0,88.0,9545.667
127.0,73.0,98.0,9575.0
127.0,74.0,93.0,9476.333
127.0,75.0,93.0,9554.667
127.0,76.0,83.0,9572.75
127.0,77.0,90.0,9485.75
127.0,78.0,75.0,8561.333
127.0,79.0,73.0,9045.0
127.0,80.0,66.0,8868.667
127.0,81.0,61.0,9603.0
127.0,82.0,60.0,9641.0
127.0,83.0,62.0,9438.0
127.0,84.0,52.0,4339.6665
127.0,85.0,57.0,8868.667
127.0,86.0,55.0,9438.0
127.0,87.0,39.0,8598.667
127.0,88.0,47.0,9508.667
127.0,89.0,144.0,9566.0
127.0,90.0,26.0,8630.0
127.0,91.0,19.0,6283.75
127.0,92.0,20.0,9319.0
127.0,93.0,26.0,4246.62
127.0,94.0,35.0,9545.5
127.0,95.0,27.0,9532.0
127.0,96.0,25.0,9534.333
127.0,97.0,23.0,6329.6226
127.0,98.0,41.0,4238.87
127.0,99.0,9.0,9263.667
128,0,1,0
128,1,0,0
128,2,3,0
128,3,3,0
128,4,0,0
128,5,2,0
128,6,2,0
128,7,1,0
128.0,8.0,3.0,3671.25
128.0,9.0,2.0,3711.26
128.0,10.0,1.0,3980.0
128.0,11.0,3.0,4575.0273
128.0,12.0,2.0,4681.255
128.0,13.0,1.0,3743.0
128.0,14.0,4.0,4453.75
128.0,15.0,1.0,4112.065
128.0,16.0,7.0,5449.83
128.0,17.0,4.0,4365.39
128.0,18.0,6.0,8868.667
128.0,19.0,23.0,8144.3335
128.0,20.0,32.0,9581.667
128.0,21.0,35.0,5332.0
128.0,22.0,50.0,8861.75
128.0,23.0,95.0,9131.333
128.0,24.0,121.0,9365.0
128.0,25.0,100.0,9554.0
128.0,26.0,92.0,5951.5
128.0,27.0,54.0,8835.25
128.0,28.0,61.0,8868.667
128.0,29.0,58.0,9438.0
128.0,30.0,49.0,9438.0
128.0,31.0,75.0,9613.0
128.0,32.0,82.0,8868.667
128.0,33.0,78.0,8868.667
128.0,34.0,64.0,9485.75
128.0,35.0,81.0,9532.0
128.0,36.0,68.0,4837.0
128.0,37.0,40.0,4204.0
128.0,38.0,89.0,5595.0
128.0,39.0,95.0,4526.7866
128.0,40.0,90.0,5095.6333
128.0,41.0,103.0,9545.667
128.0,42.0,97.0,9421.0
128.0,43.0,105.0,9438.0
128.0,44.0,116.0,4595.73
128.0,45.0,125.0,9581.667
128.0,46.0,122.0,5503.815
128.0,47.0,149.0,9515.0
128.0,48.0,156.0,4834.25
128.0,49.0,138.0,7293.925
128.0,50.0,141.0,8730.0
128.0,51.0,171.0,9269.5
128.0,52.0,164.0,9569.0
128.0,53.0,171.0,9581.667
128.0,54.0,147.0,9575.0
128.0,55.0,133.0,7052.0
128.0,56.0,114.0,6544.2354
128.0,57.0,111.0,9593.0
128.0,58.0,114.0,9572.5
128.0,59.0,165.0,9365.0
128.0,60.0,106.0,9575.0
128.0,61.0,96.0,4407.073
128.0,62.0,125.0,8900.0
128.0,63.0,87.0,5365.0
128.0,64.0,100.0,5760.0
128.0,65.0,80.0,7051.0
128.0,66.0,96.0,4499.0
128.0,67.0,106.0,9280.0
128.0,68.0,104.0,9515.0
128.0,69.0,109.0,9084.0
128.0,70.0,82.0,8613.75
128.0,71.0,85.0,9412.0
128.0,72.0,95.0,9613.0
128.0,73.0,75.0,9508.667
128.0,74.0,89.0,8144.3335
128.0,75.0,95.0,9578.5
128.0,76.0,72.0,9530.5
128.0,77.0,84.0,9575.0
128.0,78.0,107.0,9329.5
128.0,79.0,81.0,9516.75
128.0,80.0,70.0,8725.667
128.0,81.0,71.0,5329.25
128.0,82.0,74.0,8978.0
128.0,83.0,78.0,9593.0
128.0,84.0,57.0,5003.64
128.0,85.0,55.0,5574.0
128.0,86.0,57.0,9575.0
128.0,87.0,55.0,9537.25
128.0,88.0,55.0,9566.0
128.0,89.0,110.0,6131.275
128.0,90.0,45.0,8994.5
128,91,13,0
128.0,92.0,28.0,4855.933
128.0,93.0,22.0,9164.667
128,94,21,0
128.0,95.0,30.0,9610.333
128.0,96.0,28.0,5500.0
128.0,97.0,15.0,8236.5
128.0,98.0,40.0,5598.75
128.0,99.0,9.0,9566.0
129,0,0,0
129,1,1,0
129,2,3,0
129,3,1,0
129.0,4.0,1.0,5249.5
129,5,2,0
129,6,4,0
129,7,0,0
129.0,8.0,1.0,3958.9302
129.0,9.0,1.0,3942.0
129.0,10.0,5.0,9566.0
129.0,11.0,6.0,5633.283
129.0,12.0,5.0,5152.1
129.0,13.0,6.0,6473.75
129.0,14.0,2.0,9516.75
129.0,15.0,5.0,4666.6465
129.0,16.0,8.0,5060.0
129.0,17.0,6.0,6297.75
129.0,18.0,5.0,4485.0
129.0,19.0,29.0,8712.0
129.0,20.0,27.0,4875.7
129.0,21.0,26.0,4499.29
129,22,52,0
129.0,23.0,95.0,9545.667
129.0,24.0,124.0,9566.0
129.0,25.0,87.0,8868.667
129.0,26.0,113.0,9429.75
129.0,27.0,81.0,5884.0
129.0,28.0,68.0,8868.667
129.0,29.0,101.0,8868.667
129.0,30.0,65.0,4687.1465
129.0,31.0,80.0,8982.5
129.0,32.0,76.0,8845.75
129.0,33.0,78.0,8737.5
129.0,34.0,69.0,9551.25
129.0,35.0,70.0,4848.5
129.0,36.0,68.0,4826.54
129.0,37.0,62.0,8868.667
129.0,38.0,85.0,9554.0
129.0,39.0,78.0,4318.495
129.0,40.0,87.0,4779.8267
129.0,41.0,103.0,5323.7
129.0,42.0,126.0,6303.5
129.0,43.0,130.0,9593.0
129.0,44.0,108.0,6391.0
129.0,45.0,101.0,5143.45
129.0,46.0,132.0,7501.5
129.0,47.0,110.0,5143.45
129.0,48.0,107.0,5951.5
129.0,49.0,141.0,5824.6665
129.0,50.0,135.0,6901.8335
129.0,51.0,160.0,6759.3335
129.0,52.0,164.0,7595.0
129.0,53.0,135.0,9522.75
129.0,54.0,151.0,9515.0
129.0,55.0,137.0,9552.333
129.0,56.0,132.0,9542.5
129.0,57.0,106.0,5016.1
129.0,58.0,101.0,7103.8604
129.0,59.0,139.0,9549.333
129.0,60.0,111.0,5064.95
129.0,61.0,96.0,4473.0
129.0,62.0,140.0,7176.0
129.0,63.0,104.0,5496.0
129.0,64.0,107.0,4569.0625
129.0,65.0,73.0,4873.75
129.0,66.0,94.0,9378.5
129.0,67.0,116.0,6113.3
129.0,68.0,109.0,9566.0
129.0,69.0,82.0,9515.0
129.0,70.0,119.0,8868.667
129.0,71.0,118.0,9613.0
129.0,72.0,93.0,9084.0
129.0,73.0,63.0,8565.0
129.0,74.0,108.0,9613.0
129.0,75.0,72.0,8868.667
129.0,76.0,91.0,9613.0
129.0,77.0,99.0,9542.5
129.0,78.0,73.0,9512.0
129.0,79.0,83.0,8704.333
129.0,80.0,53.0,9476.333
129.0,81.0,75.0,9406.5
129.0,82.0,68.0,9549.333
129.0,83.0,61.0,8712.0
129.0,84.0,57.0,9531.0
129.0,85.0,63.0,9023.0
129.0,86.0,55.0,9566.0
129.0,87.0,36.0,8868.667
129.0,88.0,46.0,7021.25
129.0,89.0,95.0,9084.0
129.0,90.0,46.0,4091.165
129.0,91.0,26.0,5359.0
129.0,92.0,23.0,4430.315
129.0,93.0,26.0,4334.605
129.0,94.0,35.0,4133.335
129.0,95.0,18.0,5192.6665
129.0,96.0,19.0,4212.87
129.0,97.0,26.0,4189.223
129.0,98.0,15.0,9014.5
129.0,99.0,4.0,5114.0
130,0,0,0
130,1,1,0
130,2,1,0
130.0,3.0,3.0,4619.04
130.0,4.0,2.0,3440.0
130,5,2,0
130.0,6.0,2.0,4930.7124
130,7,0,0
130.0,8.0,5.0,5875.5
130.0,9.0,1.0,7581.27
130.0,10.0,6.0,4426.25
130,11,1,0
130.0,12.0,2.0,4265.4873
130.0,13.0,4.0,4193.0
130.0,14.0,4.0,6346.5
130.0,15.0,9.0,8867.0
130.0,16.0,2.0,6293.0
130.0,17.0,4.0,4429.5
130.0,18.0,5.0,5369.0
130.0,19.0,19.0,4982.9067
130.0,20.0,45.0,4350.0
130.0,21.0,54.0,9438.0
130.0,22.0,63.0,4320.0
130.0,23.0,74.0,6045.45
130.0,24.0,160.0,9325.0
130.0,25.0,138.0,9421.0
130.0,26.0,135.0,5329.0
130.0,27.0,43.0,8704.333
130.0,28.0,59.0,8562.5
130.0,29.0,82.0,4480.6665
130.0,30.0,61.0,8868.667
130.0,31.0,75.0,8712.0
130.0,32.0,47.0,5274.0
130.0,33.0,76.0,9438.0
130.0,34.0,91.0,9536.667
130.0,35.0,68.0,5143.45
130.0,36.0,81.0,8725.667
130.0,37.0,65.0,4427.64
130.0,38.0,84.0,4885.0
130.0,39.0,73.0,9574.5
130.0,40.0,86.0,4413.6577
130.0,41.0,97.0,8946.333
130.0,42.0,92.0,6557.25
130.0,43.0,120.0,8982.5
130.0,44.0,95.0,7079.814
130.0,45.0,121.0,4947.0
130.0,46.0,113.0,6498.0
130.0,47.0,135.0,6051.5
130.0,48.0,143.0,6600.0
130.0,49.0,128.0,5013.25
130.0,50.0,134.0,5143.45
130.0,51.0,123.0,9084.0
130.0,52.0,148.0,8487.667
130.0,53.0,158.0,9084.0
130.0,54.0,137.0,9515.0
130.0,55.0,131.0,8998.25
130.0,56.0,119.0,7086.3335
130.0,57.0,121.0,5958.6665
130.0,58.0,108.0,5215.175
130.0,59.0,116.0,5521.79
130.0,60.0,101.0,5000.0
130.0,61.0,115.0,7176.0
130.0,62.0,121.0,9545.667
130.0,63.0,104.0,5409.0
130.0,64.0,91.0,8928.5
130.0,65.0,109.0,9542.5
130.0,66.0,80.0,9515.0
130.0,67.0,113.0,9556.0
130.0,68.0,101.0,8868.667
130.0,69.0,112.0,8152.75
130.0,70.0,91.0,8868.667
130.0,71.0,104.0,9438.0
130.0,72.0,100.0,9613.0
130.0,73.0,66.0,9516.75
130.0,74.0,91.0,9613.0
130.0,75.0,67.0,9579.5
130.0,76.0,97.0,9353.0
130.0,77.0,87.0,9318.0
130.0,78.0,82.0,9532.0
130.0,79.0,102.0,9584.0
130.0,80.0,62.0,9519.0
130.0,81.0,83.0,8868.667
130.0,82.0,63.0,8613.75
130.0,83.0,49.0,8633.75
130.0,84.0,66.0,9575.0
130.0,85.0,71.0,9566.0
130.0,86.0,92.0,8868.667
130.0,87.0,46.0,9536.667
130.0,88.0,61.0,4484.7197
130.0,89.0,117.0,9045.0
130.0,90.0,53.0,4469.0
130.0,91.0,41.0,9522.75
130.0,92.0,27.0,5282.46
130.0,93.0,25.0,8868.667
130.0,94.0,33.0,4948.893
130.0,95.0,28.0,4049.0
130.0,96.0,22.0,4102.0
130.0,97.0,24.0,9033.0
130.0,98.0,18.0,9578.5
130.0,99.0,2.0,4279.0
131,0,0,0
131,1,2,0
131,2,2,0
131,3,1,0
131.0,4.0,4.0,5264.1074
131,5,3,0
131.0,6.0,5.0,4497.2524
131,7,1,0
131.0,8.0,3.0,5748.25
131.0,9.0,1.0,4263.2563
131.0,10.0,3.0,5167.19
131.0,11.0,4.0,5050.98
131.0,12.0,6.0,5365.5
131.0,13.0,2.0,4419.0
131,14,2,0
131.0,15.0,3.0,9084.0
131.0,16.0,9.0,4806.3433
131.0,17.0,2.0,8565.0
131.0,18.0,8.0,4929.0
131.0,19.0,36.0,4876.5435
131.0,20.0,25.0,4886.723
131.0,21.0,36.0,8868.667
131.0,22.0,75.0,9542.5
131.0,23.0,115.0,9554.0
131.0,24.0,157.0,9551.25
131.0,25.0,164.0,9522.75
131.0,26.0,113.0,5235.4497
131.0,27.0,60.0,9593.0
131.0,28.0,72.0,8779.0
131.0,29.0,87.0,5000.0
131.0,30.0,72.0,5323.7
131.0,31.0,65.0,4432.0
131.0,32.0,68.0,4931.68
131.0,33.0,84.0,9578.5
131.0,34.0,58.0,8598.667
131.0,35.0,69.0,4332.25
131.0,36.0,81.0,6871.8335
131.0,37.0,87.0,9566.0
131.0,38.0,77.0,4978.0
131.0,39.0,72.0,5703.1504
131.0,40.0,87.0,4481.215
131.0,41.0,116.0,5329.953
131.0,42.0,110.0,5841.5
131.0,43.0,109.0,5521.435
131.0,44.0,127.0,5095.6333
131.0,45.0,106.0,6831.5
131.0,46.0,125.0,7188.6665
131.0,47.0,122.0,5661.0
131.0,48.0,158.0,9566.0
131.0,49.0,147.0,9613.0
131.0,50.0,141.0,6293.74
131.0,51.0,157.0,9515.0
131.0,52.0,131.0,9508.667
131.0,53.0,132.0,9579.5
131.0,54.0,142.0,4986.7
131.0,55.0,107.0,7291.5
131.0,56.0,143.0,5143.45
131.0,57.0,121.0,7841.0
131.0,58.0,152.0,9378.5
131.0,59.0,128.0,9531.0
131.0,60.0,115.0,4909.5767
131.0,61.0,97.0,4621.1333
131.0,62.0,129.0,5152.74
131.0,63.0,69.0,4427.64
131.0,64.0,80.0,9516.75
131.0,65.0,115.0,4637.55
131.0,66.0,98.0,5298.0
131.0,67.0,106.0,9307.0
131.0,68.0,108.0,8868.667
131.0,69.0,102.0,9554.0
131.0,70.0,98.0,5090.665
131.0,71.0,127.0,9204.0
131.0,72.0,107.0,9084.0
131.0,73.0,86.0,8868.667
131.0,74.0,78.0,9382.333
131.0,75.0,35.0,4727.64
131.0,76.0,78.0,7201.3335
131.0,77.0,94.0,9406.5
131.0,78.0,102.0,9438.0
131.0,79.0,80.0,8613.75
131.0,80.0,78.0,9566.0
131.0,81.0,104.0,9269.5
131.0,82.0,79.0,8868.667
131,83,64,0
131.0,84.0,77.0,9537.25
131.0,85.0,59.0,7877.45
131.0,86.0,66.0,9438.0
131.0,87.0,93.0,9578.5
131.0,88.0,61.0,9508.667
131.0,89.0,116.0,9566.0
131.0,90.0,80.0,9569.0
131.0,91.0,46.0,9516.75
131.0,92.0,15.0,9438.0
131.0,93.0,19.0,3986.5
131.0,94.0,17.0,8712.0
131,95,13,0
131.0,96.0,29.0,3843.4402
131.0,97.0,19.0,5060.85
131.0,98.0,31.0,4844.947
131,99,0,0
132,0,0,0
132,1,0,0
132,2,2,0
132.0,3.0,1.0,5735.0
132,4,2,0
132,5,1,0
132,6,0,0
132,7,4,0
132,8,0,0
132.0,9.0,5.0,7943.3335
132.0,10.0,3.0,4265.3335
132.0,11.0,5.0,8868.667
132.0,12.0,4.0,5209.21
132.0,13.0,4.0,5766.0
132.0,14.0,4.0,8868.667
132.0,15.0,5.0,4275.0
132.0,16.0,7.0,4430.0
132.0,17.0,6.0,4167.6665
132.0,18.0,5.0,5039.0
132.0,19.0,27.0,5800.0
132.0,20.0,39.0,4419.64
132.0,21.0,37.0,3755.75
132.0,22.0,59.0,4269.0
132.0,23.0,58.0,9329.5
132.0,24.0,79.0,9421.0
132.0,25.0,167.0,6320.04
132.0,26.0,62.0,6533.0
132.0,27.0,71.0,4672.5
132.0,28.0,69.0,9566.0
132.0,29.0,98.0,9578.5
132.0,30.0,41.0,9516.75
132.0,31.0,57.0,5210.5
132.0,32.0,62.0,8582.667
132.0,33.0,76.0,4902.0
132.0,34.0,67.0,8582.667
132.0,35.0,79.0,9578.5
132.0,36.0,80.0,4750.0
132.0,37.0,80.0,6071.0
132.0,38.0,75.0,4416.2646
132.0,39.0,93.0,4931.87
132.0,40.0,100.0,4983.47
132.0,41.0,105.0,5668.4336
132.0,42.0,111.0,4475.0
132.0,43.0,129.0,5884.6104
132.0,44.0,92.0,8630.0
132.0,45.0,134.0,9084.0
132.0,46.0,127.0,9534.333
132.0,47.0,148.0,9575.0
132.0,48.0,164.0,5095.6333
132.0,49.0,135.0,8630.0
132.0,50.0,138.0,5143.45
132.0,51.0,137.0,6668.15
132.0,52.0,155.0,9122.667
132.0,53.0,141.0,8630.0
132.0,54.0,123.0,8730.0
132.0,55.0,120.0,6550.375
132.0,56.0,88.0,5952.0
132.0,57.0,125.0,9084.0
132.0,58.0,143.0,9084.0
132.0,59.0,98.0,9412.0
132.0,60.0,110.0,7620.0
132.0,61.0,104.0,6188.1333
132.0,62.0,122.0,9353.0
132.0,63.0,82.0,9189.0
132.0,64.0,101.0,4479.3335
132.0,65.0,92.0,9613.0
132.0,66.0,91.0,9566.0
132.0,67.0,103.0,5286.9
132.0,68.0,77.0,9575.0
132.0,69.0,102.0,9530.5
132.0,70.0,99.0,9581.667
132.0,71.0,83.0,9522.75
132.0,72.0,88.0,9578.5
132.0,73.0,75.0,9485.75
132.0,74.0,86.0,5828.0
132.0,75.0,68.0,7103.35
132.0,76.0,78.0,9045.0
132.0,77.0,77.0,8598.667
132.0,78.0,85.0,9482.0
132.0,79.0,86.0,5033.0
132.0,80.0,79.0,9406.5
132.0,81.0,85.0,8779.0
132.0,82.0,103.0,8868.667
132.0,83.0,60.0,4335.0
132.0,84.0,89.0,9566.0
132.0,85.0,61.0,9146.0
132.0,86.0,43.0,9574.5
132.0,87.0,68.0,8613.75
132.0,88.0,42.0,8868.667
132.0,89.0,89.0,8868.667
132.0,90.0,61.0,5740.0
132.0,91.0,45.0,8982.5
132.0,92.0,25.0,9566.0
132.0,93.0,47.0,9536.667
132.0,94.0,35.0,8868.667
132.0,95.0,27.0,9319.0
132.0,96.0,24.0,3877.3333
132.0,97.0,23.0,3868.755
132.0,98.0,16.0,3429.42
132,99,1,0
133,0,1,0
133,1,1,0
133,2,2,0
133,3,1,0
133,4,0,0
133,5,3,0
133,6,1,0
133,7,1,0
133.0,8.0,3.0,5223.5
133.0,9.0,6.0,6311.115
133.0,10.0,4.0,4375.25
133.0,11.0,4.0,5474.0
133.0,12.0,1.0,4085.29
133.0,13.0,4.0,4054.6123
133.0,14.0,4.0,4298.3335
133.0,15.0,9.0,8868.667
133.0,16.0,8.0,8868.667
133.0,17.0,6.0,5817.6665
133.0,18.0,7.0,6184.0
133.0,19.0,27.0,5093.0
133.0,20.0,32.0,4839.0
133.0,21.0,33.0,5269.0
133.0,22.0,43.0,8868.667
133.0,23.0,41.0,7409.0
133.0,24.0,49.0,9566.0
133.0,25.0,153.0,4460.0
133.0,26.0,57.0,4971.3164
133.0,27.0,60.0,4942.75
133.0,28.0,47.0,8868.667
133.0,29.0,66.0,4857.2627
133.0,30.0,87.0,9613.0
133.0,31.0,75.0,4934.91
133.0,32.0,77.0,9329.5
133.0,33.0,93.0,8741.667
133.0,34.0,63.0,9572.75
133.0,35.0,50.0,8868.667
133.0,36.0,77.0,4460.0
133.0,37.0,83.0,4915.0
133.0,38.0,82.0,4443.8203
133.0,39.0,110.0,4467.5
133.0,40.0,94.0,9613.0
133.0,41.0,83.0,4920.0
133.0,42.0,118.0,5143.45
133.0,43.0,107.0,5017.29
133.0,44.0,139.0,4720.55
133.0,45.0,142.0,9522.75
133.0,46.0,121.0,5825.325
133.0,47.0,129.0,9551.25
133.0,48.0,123.0,6876.0
133.0,49.0,148.0,9136.5
133.0,50.0,146.0,7176.0
133.0,51.0,159.0,8077.3335
133.0,52.0,132.0,7841.0
133.0,53.0,141.0,7994.5
133.0,54.0,138.0,9508.667
133.0,55.0,127.0,8174.25
133.0,56.0,124.0,8994.5
133.0,57.0,159.0,9421.0
133.0,58.0,121.0,5190.3335
133.0,59.0,110.0,9191.0
133.0,60.0,107.0,5872.2676
133.0,61.0,96.0,5013.0
133.0,62.0,91.0,9578.5
133.0,63.0,85.0,5307.0
133.0,64.0,77.0,6213.0664
133.0,65.0,97.0,6399.0
133.0,66.0,116.0,9575.0
133.0,67.0,81.0,8868.667
133.0,68.0,107.0,5325.0
133.0,69.0,99.0,9613.0
133.0,70.0,107.0,8868.667
133.0,71.0,94.0,8868.667
133.0,72.0,114.0,9434.5
133.0,73.0,70.0,9269.5
133.0,74.0,71.0,8630.0
133.0,75.0,80.0,8562.5
133.0,76.0,64.0,9542.5
133.0,77.0,73.0,9522.75
133.0,78.0,102.0,4472.0
133.0,79.0,71.0,9412.0
133.0,80.0,41.0,8077.3335
133.0,81.0,64.0,9438.0
133.0,82.0,73.0,8077.3335
133.0,83.0,51.0,8103.25
133.0,84.0,56.0,9566.0
133.0,85.0,59.0,8562.5
133.0,86.0,50.0,9569.0
133.0,87.0,56.0,8598.667
133.0,88.0,54.0,8655.5
133.0,89.0,69.0,3942.1401
133.0,90.0,64.0,9554.25
133.0,91.0,22.0,8583.0
133.0,92.0,41.0,9269.5
133.0,93.0,35.0,8630.0
133.0,94.0,22.0,5953.467
133,95,19,0
133.0,96.0,26.0,7802.9630000000025
133.0,97.0,11.0,9566.0
133.0,98.0,12.0,5765.0
133,99,0,0
134,0,0,0
134,1,0,0
134,2,2,0
134.0,3.0,3.0,4636.7466
134,4,2,0
134,5,0,0
134,6,2,0
134,7,2,0
134.0,8.0,1.0,3905.47
134.0,9.0,4.0,5442.5376
134.0,10.0,3.0,8506.5
134.0,11.0,4.0,5760.0
134.0,12.0,9.0,5527.05
134.0,13.0,4.0,4637.55
134.0,14.0,5.0,5330.9937
134.0,15.0,9.0,4326.0
134.0,16.0,8.0,7266.75
134.0,17.0,8.0,8868.667
134.0,18.0,10.0,4459.0
134.0,19.0,30.0,8437.25
134.0,20.0,30.0,8613.75
134.0,21.0,45.0,9396.25
134.0,22.0,51.0,8868.667
134.0,23.0,62.0,9438.0
134.0,24.0,76.0,4931.88
134.0,25.0,121.0,8598.667
134.0,26.0,63.0,8630.0
134.0,27.0,82.0,9386.5
134.0,28.0,78.0,8868.667
134.0,29.0,79.0,4538.995
134.0,30.0,79.0,5211.893
134.0,31.0,57.0,9146.0
134.0,32.0,73.0,9603.0
134.0,33.0,64.0,7719.5
134.0,34.0,75.0,8728.0
134.0,35.0,72.0,4394.0
134.0,36.0,57.0,9603.0
134.0,37.0,79.0,4387.0
134.0,38.0,64.0,9575.0
134.0,39.0,62.0,4372.0
134.0,40.0,90.0,5622.75
134.0,41.0,84.0,9269.5
