ra,dec,total,score,avg
186.0,24.0,7.0,7.0,1.0
186.0,25.0,7.0,205.0,29.285714285714285
186.0,26.0,14.0,113.0,8.071428571428571
186.0,27.0,5.0,5.0,1.0
186.0,28.0,7.0,7.0,1.0
186.0,29.0,9.0,207.0,23.0
186.0,30.0,6.0,6.0,1.0
186.0,31.0,4.0,4.0,1.0
186.0,32.0,8.0,107.0,13.375
186.0,33.0,9.0,108.0,12.0
186.0,34.0,10.0,109.0,10.9
186.0,35.0,18.0,216.0,12.0
186.0,36.0,10.0,109.0,10.9
186.0,37.0,11.0,308.0,28.0
186.0,38.0,5.0,203.0,40.6
186.0,39.0,5.0,5.0,1.0
186.0,40.0,6.0,204.0,34.0
186.0,41.0,7.0,106.0,15.142857142857142
186.0,42.0,15.0,807.0,53.8
186.0,43.0,14.0,212.0,15.142857142857142
186.0,44.0,14.0,122.0,8.714285714285714
186.0,45.0,21.0,21.0,1.0
186.0,46.0,11.0,110.0,10.0
186.0,47.0,12.0,111.0,9.25
186.0,48.0,8.0,8.0,1.0
186.0,49.0,14.0,311.0,22.214285714285715
186.0,50.0,12.0,408.0,34.0
186.0,51.0,8.0,107.0,13.375
186.0,52.0,3.0,3.0,1.0
186.0,53.0,7.0,106.0,15.142857142857142
186.0,54.0,8.0,107.0,13.375
186.0,55.0,7.0,106.0,15.142857142857142
186.0,56.0,2.0,2.0,1.0
186.0,57.0,2.0,2.0,1.0
186.0,58.0,2.0,2.0,1.0
186.0,59.0,7.0,106.0,15.142857142857142
186.0,60.0,5.0,5.0,1.0
186.0,61.0,2.0,2.0,1.0
186.0,62.0,2.0,2.0,1.0
186.0,63.0,7.0,304.0,43.42857142857143
186.0,64.0,7.0,106.0,15.142857142857142
186.0,65.0,16.0,115.0,7.1875
186.0,66.0,20.0,416.0,20.8
186.0,67.0,11.0,209.0,19.0
186.0,68.0,6.0,6.0,1.0
186.0,69.0,2.0,101.0,50.5
186.0,70.0,6.0,213.0,35.5
186.0,71.0,3.0,201.0,67.0
186.0,72.0,4.0,4.0,1.0
186.0,73.0,1.0,100.0,100.0
186.0,74.0,3.0,201.0,67.0
186,75,0,0,0
186,76,0,0,0
186,77,0,0,0
186,78,0,0,0
186.0,79.0,1.0,1.0,1.0
186.0,80.0,2.0,101.0,50.5
186,81,0,0,0
186.0,82.0,1.0,1.0,1.0
186.0,83.0,2.0,2.0,1.0
186,84,0,0,0
186.0,85.0,2.0,101.0,50.5
186.0,86.0,1.0,100.0,100.0
186.0,87.0,1.0,100.0,100.0
186.0,88.0,1.0,100.0,100.0
186.0,89.0,1.0,1.0,1.0
186.0,90.0,3.0,102.0,34.0
186.0,91.0,2.0,101.0,50.5
186.0,92.0,1.0,1.0,1.0
186.0,93.0,3.0,102.0,34.0
186.0,94.0,2.0,101.0,50.5
186.0,95.0,4.0,301.0,75.25
186.0,96.0,1.0,1.0,1.0
186.0,97.0,1.0,100.0,100.0
186.0,98.0,1.0,100.0,100.0
186.0,99.0,1.0,100.0,100.0
187,0,0,0,0
187.0,1.0,2.0,2.0,1.0
187,2,0,0,0
187.0,3.0,2.0,101.0,50.5
187.0,4.0,1.0,100.0,100.0
187,5,0,0,0
187.0,6.0,1.0,1.0,1.0
187.0,7.0,2.0,101.0,50.5
187.0,8.0,3.0,201.0,67.0
187.0,9.0,3.0,201.0,67.0
187.0,10.0,3.0,3.0,1.0
187.0,11.0,6.0,204.0,34.0
187.0,12.0,9.0,207.0,23.0
187.0,13.0,5.0,203.0,40.6
187.0,14.0,3.0,3.0,1.0
187.0,15.0,9.0,306.0,34.0
187.0,16.0,9.0,9.0,1.0
187.0,17.0,4.0,4.0,1.0
187.0,18.0,1.0,1.0,1.0
187.0,19.0,10.0,10.0,1.0
187.0,20.0,6.0,6.0,1.0
187.0,21.0,8.0,107.0,13.375
187.0,22.0,7.0,106.0,15.142857142857142
187.0,23.0,25.0,223.0,8.92
187.0,24.0,7.0,205.0,29.285714285714285
187.0,25.0,5.0,104.0,20.8
187.0,26.0,8.0,206.0,25.75
187.0,27.0,5.0,5.0,1.0
187.0,28.0,11.0,209.0,19.0
187.0,29.0,10.0,208.0,20.8
187.0,30.0,10.0,406.0,40.6
187.0,31.0,3.0,102.0,34.0
187.0,32.0,6.0,105.0,17.5
187.0,33.0,4.0,4.0,1.0
187.0,34.0,8.0,8.0,1.0
187.0,35.0,5.0,5.0,1.0
187.0,36.0,16.0,610.0,38.125
187.0,37.0,5.0,5.0,1.0
187.0,38.0,7.0,7.0,1.0
187.0,39.0,10.0,10.0,1.0
187.0,40.0,7.0,106.0,15.142857142857142
187.0,41.0,5.0,104.0,20.8
187.0,42.0,15.0,114.0,7.6
187.0,43.0,16.0,223.0,13.9375
187.0,44.0,14.0,311.0,22.214285714285715
187.0,45.0,7.0,7.0,1.0
187.0,46.0,15.0,15.0,1.0
187.0,47.0,6.0,204.0,34.0
187.0,48.0,5.0,203.0,40.6
187.0,49.0,6.0,105.0,17.5
187.0,50.0,16.0,214.0,13.375
187.0,51.0,8.0,206.0,25.75
187.0,52.0,5.0,5.0,1.0
187.0,53.0,7.0,304.0,43.42857142857143
187.0,54.0,7.0,7.0,1.0
187.0,55.0,12.0,111.0,9.25
187.0,56.0,2.0,101.0,50.5
187.0,57.0,10.0,109.0,10.9
187.0,58.0,3.0,102.0,34.0
187.0,59.0,1.0,1.0,1.0
187.0,60.0,3.0,102.0,34.0
187.0,61.0,6.0,6.0,1.0
187.0,62.0,3.0,102.0,34.0
187.0,63.0,8.0,206.0,25.75
187.0,64.0,8.0,8.0,1.0
187.0,65.0,3.0,102.0,34.0
187.0,66.0,8.0,305.0,38.125
187.0,67.0,7.0,7.0,1.0
187.0,68.0,8.0,206.0,25.75
187.0,69.0,6.0,204.0,34.0
187.0,70.0,2.0,200.0,100.0
187.0,71.0,4.0,202.0,50.5
187.0,72.0,1.0,100.0,100.0
187.0,73.0,2.0,101.0,50.5
187,74,0,0,0
187,75,0,0,0
187,76,0,0,0
187.0,77.0,2.0,2.0,1.0
187,78,0,0,0
187.0,79.0,3.0,102.0,34.0
187,80,0,0,0
187,81,0,0,0
187.0,82.0,3.0,201.0,67.0
187.0,83.0,6.0,204.0,34.0
187.0,84.0,1.0,100.0,100.0
187.0,85.0,1.0,1.0,1.0
187.0,86.0,2.0,2.0,1.0
187.0,87.0,2.0,101.0,50.5
187.0,88.0,2.0,200.0,100.0
187.0,89.0,2.0,101.0,50.5
187.0,90.0,1.0,100.0,100.0
187.0,91.0,3.0,201.0,67.0
187,92,0,0,0
187.0,93.0,1.0,1.0,1.0
187.0,94.0,2.0,101.0,50.5
187.0,95.0,1.0,1.0,1.0
187.0,96.0,1.0,100.0,100.0
187.0,97.0,3.0,201.0,67.0
187.0,98.0,2.0,200.0,100.0
187.0,99.0,1.0,100.0,100.0
188.0,0.0,1.0,1.0,1.0
188.0,1.0,3.0,111.0,37.0
188,2,0,0,0
188.0,3.0,1.0,1.0,1.0
188.0,4.0,1.0,1.0,1.0
188.0,5.0,1.0,100.0,100.0
188.0,6.0,4.0,301.0,75.25
188.0,7.0,3.0,201.0,67.0
188,8,0,0,0
188.0,9.0,3.0,102.0,34.0
188.0,10.0,7.0,205.0,29.285714285714285
188.0,11.0,2.0,2.0,1.0
188.0,12.0,5.0,104.0,20.8
188.0,13.0,3.0,102.0,34.0
188.0,14.0,2.0,2.0,1.0
188.0,15.0,11.0,308.0,28.0
188.0,16.0,9.0,207.0,23.0
188.0,17.0,7.0,106.0,15.142857142857142
188.0,18.0,11.0,209.0,19.0
188.0,19.0,8.0,8.0,1.0
188.0,20.0,7.0,205.0,29.285714285714285
188.0,21.0,7.0,106.0,15.142857142857142
188.0,22.0,11.0,110.0,10.0
188.0,23.0,23.0,122.0,5.304347826086956
188.0,24.0,9.0,405.0,45.0
188.0,25.0,6.0,6.0,1.0
188.0,26.0,6.0,105.0,17.5
188.0,27.0,5.0,5.0,1.0
188.0,28.0,9.0,207.0,23.0
188.0,29.0,8.0,107.0,13.375
188.0,30.0,7.0,7.0,1.0
188.0,31.0,9.0,108.0,12.0
188.0,32.0,12.0,210.0,17.5
188.0,33.0,8.0,305.0,38.125
188.0,34.0,9.0,9.0,1.0
188.0,35.0,7.0,106.0,15.142857142857142
188.0,36.0,9.0,9.0,1.0
188.0,37.0,10.0,109.0,10.9
188.0,38.0,11.0,110.0,10.0
188.0,39.0,7.0,106.0,15.142857142857142
188.0,40.0,6.0,105.0,17.5
188.0,41.0,5.0,104.0,20.8
188.0,42.0,12.0,120.0,10.0
188.0,43.0,8.0,107.0,13.375
188.0,44.0,10.0,208.0,20.8
188.0,45.0,7.0,7.0,1.0
188.0,46.0,9.0,207.0,23.0
188.0,47.0,7.0,205.0,29.285714285714285
188.0,48.0,7.0,106.0,15.142857142857142
188.0,49.0,7.0,7.0,1.0
188.0,50.0,6.0,303.0,50.5
188.0,51.0,8.0,17.0,2.125
188.0,52.0,5.0,203.0,40.6
188.0,53.0,13.0,121.0,9.307692307692308
188.0,54.0,5.0,5.0,1.0
188.0,55.0,10.0,406.0,40.6
188.0,56.0,8.0,206.0,25.75
188.0,57.0,8.0,206.0,25.75
188.0,58.0,7.0,205.0,29.285714285714285
188.0,59.0,20.0,416.0,20.8
188.0,60.0,16.0,214.0,13.375
188.0,61.0,9.0,207.0,23.0
188.0,62.0,15.0,609.0,40.6
188.0,63.0,9.0,306.0,34.0
188.0,64.0,4.0,202.0,50.5
188.0,65.0,5.0,401.0,80.2
188.0,66.0,6.0,105.0,17.5
188.0,67.0,1.0,100.0,100.0
188.0,68.0,2.0,101.0,50.5
188.0,69.0,1.0,100.0,100.0
188.0,70.0,1.0,100.0,100.0
188.0,71.0,1.0,100.0,100.0
188.0,72.0,2.0,2.0,1.0
188,73,0,0,0
188.0,74.0,2.0,2.0,1.0
188.0,75.0,3.0,201.0,67.0
188.0,76.0,4.0,301.0,75.25
188.0,77.0,1.0,1.0,1.0
188.0,78.0,2.0,101.0,50.5
188.0,79.0,3.0,201.0,67.0
188.0,80.0,1.0,1.0,1.0
188.0,81.0,2.0,200.0,100.0
188.0,82.0,2.0,2.0,1.0
188.0,83.0,2.0,200.0,100.0
188.0,84.0,3.0,111.0,37.0
188.0,85.0,1.0,100.0,100.0
188,86,0,0,0
188.0,87.0,3.0,300.0,100.0
188.0,88.0,2.0,101.0,50.5
188.0,89.0,2.0,2.0,1.0
188,90,0,0,0
188.0,91.0,2.0,2.0,1.0
188.0,92.0,2.0,200.0,100.0
188.0,93.0,2.0,200.0,100.0
188,94,0,0,0
188.0,95.0,2.0,101.0,50.5
188.0,96.0,1.0,100.0,100.0
188.0,97.0,2.0,2.0,1.0
188,98,0,0,0
188,99,0,0,0
189,0,0,0,0
189.0,1.0,2.0,101.0,50.5
189,2,0,0,0
189.0,3.0,1.0,100.0,100.0
189.0,4.0,2.0,101.0,50.5
189,5,0,0,0
189,6,0,0,0
189.0,7.0,1.0,100.0,100.0
189.0,8.0,2.0,2.0,1.0
189.0,9.0,3.0,201.0,67.0
189.0,10.0,1.0,1.0,1.0
189.0,11.0,5.0,5.0,1.0
189.0,12.0,5.0,5.0,1.0
189.0,13.0,6.0,6.0,1.0
189.0,14.0,6.0,105.0,17.5
189.0,15.0,6.0,204.0,34.0
189.0,16.0,9.0,108.0,12.0
189.0,17.0,8.0,8.0,1.0
189.0,18.0,1.0,1.0,1.0
189.0,19.0,9.0,207.0,23.0
189.0,20.0,5.0,5.0,1.0
189.0,21.0,4.0,103.0,25.75
189.0,22.0,8.0,206.0,25.75
189.0,23.0,14.0,14.0,1.0
189.0,24.0,9.0,9.0,1.0
189.0,25.0,14.0,410.0,29.285714285714285
189.0,26.0,7.0,205.0,29.285714285714285
189.0,27.0,7.0,7.0,1.0
189.0,28.0,7.0,106.0,15.142857142857142
189.0,29.0,7.0,7.0,1.0
189.0,30.0,2.0,200.0,100.0
189.0,31.0,3.0,3.0,1.0
189.0,32.0,6.0,6.0,1.0
189.0,33.0,11.0,110.0,10.0
189.0,34.0,5.0,203.0,40.6
189.0,35.0,10.0,208.0,20.8
189.0,36.0,6.0,204.0,34.0
189.0,37.0,4.0,103.0,25.75
189.0,38.0,6.0,6.0,1.0
189.0,39.0,7.0,106.0,15.142857142857142
189.0,40.0,13.0,112.0,8.615384615384615
189.0,41.0,12.0,12.0,1.0
189.0,42.0,12.0,210.0,17.5
189.0,43.0,10.0,109.0,10.9
189.0,44.0,11.0,110.0,10.0
189.0,45.0,10.0,307.0,30.7
189.0,46.0,4.0,4.0,1.0
189.0,47.0,7.0,106.0,15.142857142857142
189.0,48.0,8.0,206.0,25.75
189.0,49.0,10.0,109.0,10.9
189.0,50.0,10.0,208.0,20.8
189.0,51.0,6.0,114.0,19.0
189.0,52.0,8.0,206.0,25.75
189.0,53.0,3.0,102.0,34.0
189.0,54.0,9.0,207.0,23.0
189.0,55.0,6.0,105.0,17.5
189.0,56.0,6.0,15.0,2.5
189.0,57.0,5.0,104.0,20.8
189.0,58.0,8.0,404.0,50.5
189.0,59.0,9.0,108.0,12.0
189.0,60.0,2.0,2.0,1.0
189.0,61.0,7.0,106.0,15.142857142857142
189.0,62.0,6.0,303.0,50.5
189.0,63.0,6.0,303.0,50.5
189.0,64.0,4.0,202.0,50.5
189.0,65.0,2.0,200.0,100.0
189.0,66.0,4.0,301.0,75.25
189.0,67.0,1.0,100.0,100.0
189.0,68.0,2.0,200.0,100.0
189.0,69.0,3.0,201.0,67.0
189.0,70.0,1.0,100.0,100.0
189.0,71.0,1.0,1.0,1.0
189.0,72.0,2.0,200.0,100.0
189,73,0,0,0
189.0,74.0,4.0,301.0,75.25
189.0,75.0,3.0,201.0,67.0
189,76,0,0,0
189,77,0,0,0
189.0,78.0,1.0,100.0,100.0
189,79,0,0,0
189.0,80.0,2.0,101.0,50.5
189,81,0,0,0
189,82,0,0,0
189,83,0,0,0
189.0,84.0,1.0,100.0,100.0
189,85,0,0,0
189.0,86.0,3.0,201.0,67.0
189,87,0,0,0
189,88,0,0,0
189.0,89.0,1.0,100.0,100.0
189,90,0,0,0
189.0,91.0,2.0,101.0,50.5
189.0,92.0,1.0,100.0,100.0
189.0,93.0,1.0,100.0,100.0
189,94,0,0,0
189.0,95.0,2.0,2.0,1.0
189,96,0,0,0
189,97,0,0,0
189.0,98.0,1.0,1.0,1.0
189.0,99.0,2.0,101.0,50.5
190.0,0.0,1.0,1.0,1.0
190.0,1.0,1.0,100.0,100.0
190.0,2.0,1.0,1.0,1.0
190.0,3.0,2.0,101.0,50.5
190,4,0,0,0
190.0,5.0,1.0,1.0,1.0
190.0,6.0,1.0,100.0,100.0
190.0,7.0,1.0,100.0,100.0
190.0,8.0,2.0,101.0,50.5
190,9,0,0,0
190.0,10.0,4.0,4.0,1.0
190.0,11.0,2.0,101.0,50.5
190.0,12.0,4.0,103.0,25.75
190.0,13.0,4.0,4.0,1.0
190.0,14.0,7.0,7.0,1.0
190.0,15.0,7.0,106.0,15.142857142857142
190.0,16.0,4.0,4.0,1.0
190.0,17.0,12.0,111.0,9.25
190.0,18.0,4.0,4.0,1.0
190.0,19.0,2.0,101.0,50.5
190.0,20.0,2.0,2.0,1.0
190.0,21.0,8.0,107.0,13.375
190.0,22.0,13.0,310.0,23.846153846153847
190.0,23.0,20.0,119.0,5.95
190.0,24.0,4.0,202.0,50.5
190.0,25.0,13.0,310.0,23.846153846153847
190.0,26.0,8.0,107.0,13.375
190.0,27.0,6.0,105.0,17.5
190.0,28.0,3.0,3.0,1.0
190.0,29.0,11.0,110.0,10.0
190.0,30.0,8.0,107.0,13.375
190.0,31.0,9.0,207.0,23.0
190.0,32.0,7.0,106.0,15.142857142857142
190.0,33.0,7.0,7.0,1.0
190.0,34.0,6.0,105.0,17.5
190.0,35.0,7.0,106.0,15.142857142857142
190.0,36.0,7.0,205.0,29.285714285714285
190.0,37.0,10.0,10.0,1.0
190.0,38.0,12.0,309.0,25.75
190.0,39.0,5.0,5.0,1.0
190.0,40.0,6.0,105.0,17.5
190.0,41.0,7.0,304.0,43.42857142857143
190.0,42.0,12.0,111.0,9.25
190.0,43.0,14.0,14.0,1.0
190.0,44.0,8.0,206.0,25.75
190.0,45.0,9.0,306.0,34.0
190.0,46.0,7.0,106.0,15.142857142857142
190.0,47.0,7.0,7.0,1.0
190.0,48.0,6.0,204.0,34.0
190.0,49.0,8.0,107.0,13.375
190.0,50.0,6.0,204.0,34.0
190.0,51.0,5.0,104.0,20.8
190.0,52.0,3.0,102.0,34.0
190.0,53.0,6.0,6.0,1.0
190.0,54.0,5.0,104.0,20.8
190.0,55.0,9.0,306.0,34.0
190.0,56.0,1.0,1.0,1.0
190.0,57.0,4.0,4.0,1.0
190.0,58.0,2.0,2.0,1.0
190.0,59.0,14.0,608.0,43.42857142857143
190.0,60.0,3.0,201.0,67.0
190.0,61.0,3.0,3.0,1.0
190.0,62.0,1.0,1.0,1.0
190.0,63.0,8.0,503.0,62.875
190.0,64.0,1.0,100.0,100.0
190.0,65.0,2.0,200.0,100.0
190.0,66.0,2.0,101.0,50.5
190.0,67.0,3.0,201.0,67.0
190.0,68.0,6.0,600.0,100.0
190.0,69.0,5.0,401.0,80.2
190.0,70.0,4.0,301.0,75.25
190.0,71.0,3.0,300.0,100.0
190.0,72.0,7.0,601.0,85.85714285714286
190.0,73.0,4.0,202.0,50.5
190.0,74.0,2.0,101.0,50.5
190.0,75.0,2.0,101.0,50.5
190,76,0,0,0
190,77,0,0,0
190.0,78.0,1.0,1.0,1.0
190.0,79.0,2.0,200.0,100.0
190.0,80.0,3.0,102.0,34.0
190.0,81.0,3.0,102.0,34.0
190.0,82.0,2.0,101.0,50.5
190.0,83.0,1.0,100.0,100.0
190.0,84.0,2.0,101.0,50.5
190.0,85.0,3.0,102.0,34.0
190.0,86.0,2.0,2.0,1.0
190.0,87.0,2.0,101.0,50.5
190.0,88.0,1.0,100.0,100.0
190.0,89.0,2.0,2.0,1.0
190.0,90.0,1.0,100.0,100.0
190,91,0,0,0
190,92,0,0,0
190.0,93.0,1.0,100.0,100.0
190.0,94.0,1.0,100.0,100.0
190,95,0,0,0
190.0,96.0,1.0,100.0,100.0
190.0,97.0,1.0,100.0,100.0
190,98,0,0,0
190.0,99.0,2.0,101.0,50.5
191,0,0,0,0
191,1,0,0,0
191,2,0,0,0
191.0,3.0,3.0,102.0,34.0
191.0,4.0,1.0,1.0,1.0
191.0,5.0,1.0,1.0,1.0
191.0,6.0,1.0,100.0,100.0
191.0,7.0,3.0,102.0,34.0
191,8,0,0,0
191.0,9.0,2.0,2.0,1.0
191.0,10.0,7.0,205.0,29.285714285714285
191.0,11.0,3.0,102.0,34.0
191.0,12.0,6.0,6.0,1.0
191.0,13.0,6.0,6.0,1.0
191.0,14.0,4.0,103.0,25.75
191.0,15.0,6.0,303.0,50.5
191.0,16.0,8.0,107.0,13.375
191.0,17.0,6.0,105.0,17.5
191.0,18.0,8.0,107.0,13.375
191.0,19.0,6.0,105.0,17.5
191.0,20.0,5.0,5.0,1.0
191.0,21.0,5.0,104.0,20.8
191.0,22.0,6.0,105.0,17.5
191.0,23.0,18.0,117.0,6.5
191.0,24.0,6.0,6.0,1.0
191.0,25.0,7.0,403.0,57.57142857142857
191.0,26.0,9.0,108.0,12.0
191.0,27.0,8.0,8.0,1.0
191.0,28.0,2.0,2.0,1.0
191.0,29.0,7.0,7.0,1.0
191.0,30.0,5.0,104.0,20.8
191.0,31.0,8.0,8.0,1.0
191.0,32.0,3.0,102.0,34.0
191.0,33.0,3.0,3.0,1.0
191.0,34.0,6.0,303.0,50.5
191.0,35.0,12.0,309.0,25.75
191.0,36.0,5.0,104.0,20.8
191.0,37.0,6.0,6.0,1.0
191.0,38.0,5.0,104.0,20.8
191.0,39.0,6.0,204.0,34.0
191.0,40.0,12.0,111.0,9.25
191.0,41.0,12.0,12.0,1.0
191.0,42.0,13.0,211.0,16.23076923076923
191.0,43.0,9.0,108.0,12.0
191.0,44.0,10.0,406.0,40.6
191.0,45.0,8.0,206.0,25.75
191.0,46.0,10.0,109.0,10.9
191.0,47.0,5.0,104.0,20.8
191.0,48.0,5.0,5.0,1.0
191.0,49.0,8.0,107.0,13.375
191.0,50.0,11.0,308.0,28.0
191.0,51.0,4.0,301.0,75.25
191.0,52.0,7.0,106.0,15.142857142857142
191.0,53.0,9.0,207.0,23.0
191.0,54.0,3.0,3.0,1.0
191.0,55.0,6.0,6.0,1.0
191.0,56.0,1.0,1.0,1.0
191.0,57.0,3.0,3.0,1.0
191.0,58.0,2.0,2.0,1.0
191.0,59.0,14.0,509.0,36.357142857142854
191.0,60.0,9.0,315.0,35.0
191.0,61.0,6.0,204.0,34.0
191.0,62.0,2.0,200.0,100.0
191.0,63.0,4.0,202.0,50.5
191.0,64.0,1.0,1.0,1.0
191.0,65.0,2.0,101.0,50.5
191.0,66.0,2.0,101.0,50.5
191.0,67.0,2.0,200.0,100.0
191.0,68.0,3.0,102.0,34.0
191.0,69.0,3.0,300.0,100.0
191.0,70.0,5.0,302.0,60.4
191.0,71.0,3.0,201.0,67.0
191.0,72.0,2.0,101.0,50.5
191.0,73.0,3.0,201.0,67.0
191.0,74.0,2.0,200.0,100.0
191.0,75.0,2.0,101.0,50.5
191.0,76.0,3.0,201.0,67.0
191.0,77.0,4.0,103.0,25.75
191,78,0,0,0
191.0,79.0,1.0,100.0,100.0
191,80,0,0,0
191.0,81.0,1.0,100.0,100.0
191,82,0,0,0
191.0,83.0,1.0,100.0,100.0
191.0,84.0,1.0,100.0,100.0
191.0,85.0,1.0,1.0,1.0
191.0,86.0,3.0,201.0,67.0
191.0,87.0,1.0,100.0,100.0
191,88,0,0,0
191.0,89.0,1.0,100.0,100.0
191.0,90.0,1.0,1.0,1.0
191.0,91.0,2.0,110.0,55.0
191,92,0,0,0
191.0,93.0,2.0,101.0,50.5
191.0,94.0,2.0,101.0,50.5
191.0,95.0,1.0,100.0,100.0
191.0,96.0,4.0,202.0,50.5
191.0,97.0,2.0,101.0,50.5
191.0,98.0,2.0,2.0,1.0
191.0,99.0,1.0,100.0,100.0
192.0,0.0,5.0,104.0,20.8
192.0,1.0,1.0,1.0,1.0
192.0,2.0,3.0,201.0,67.0
192.0,3.0,1.0,100.0,100.0
192.0,4.0,1.0,1.0,1.0
192,5,0,0,0
192.0,6.0,1.0,1.0,1.0
192.0,7.0,1.0,1.0,1.0
192,8,0,0,0
192,9,0,0,0
192.0,10.0,3.0,102.0,34.0
192.0,11.0,4.0,4.0,1.0
192.0,12.0,5.0,203.0,40.6
192.0,13.0,1.0,1.0,1.0
192.0,14.0,4.0,103.0,25.75
192.0,15.0,9.0,306.0,34.0
192.0,16.0,6.0,402.0,67.0
192.0,17.0,3.0,3.0,1.0
192.0,18.0,11.0,11.0,1.0
192.0,19.0,2.0,2.0,1.0
192.0,20.0,4.0,103.0,25.75
192.0,21.0,7.0,7.0,1.0
192.0,22.0,6.0,6.0,1.0
192.0,23.0,19.0,19.0,1.0
192.0,24.0,11.0,110.0,10.0
192.0,25.0,14.0,113.0,8.071428571428571
192.0,26.0,6.0,6.0,1.0
192.0,27.0,7.0,7.0,1.0
192.0,28.0,5.0,104.0,20.8
192.0,29.0,6.0,204.0,34.0
192.0,30.0,8.0,206.0,25.75
192.0,31.0,6.0,6.0,1.0
192.0,32.0,5.0,104.0,20.8
192.0,33.0,12.0,12.0,1.0
192.0,34.0,8.0,8.0,1.0
192.0,35.0,5.0,203.0,40.6
192.0,36.0,1.0,100.0,100.0
192.0,37.0,4.0,103.0,25.75
192.0,38.0,7.0,106.0,15.142857142857142
192.0,39.0,8.0,107.0,13.375
192.0,40.0,10.0,307.0,30.7
192.0,41.0,13.0,409.0,31.46153846153846
192.0,42.0,7.0,106.0,15.142857142857142
192.0,43.0,8.0,206.0,25.75
192.0,44.0,18.0,513.0,28.5
192.0,45.0,11.0,209.0,19.0
192.0,46.0,6.0,105.0,17.5
192.0,47.0,8.0,206.0,25.75
192.0,48.0,8.0,107.0,13.375
192.0,49.0,7.0,205.0,29.285714285714285
192.0,50.0,6.0,105.0,17.5
192.0,51.0,3.0,201.0,67.0
192.0,52.0,5.0,5.0,1.0
192.0,53.0,7.0,205.0,29.285714285714285
192.0,54.0,5.0,5.0,1.0
192.0,55.0,6.0,204.0,34.0
192.0,56.0,3.0,3.0,1.0
192.0,57.0,4.0,4.0,1.0
192.0,58.0,4.0,202.0,50.5
192.0,59.0,8.0,503.0,62.875
192.0,60.0,3.0,102.0,34.0
192.0,61.0,2.0,200.0,100.0
192.0,62.0,6.0,402.0,67.0
192.0,63.0,2.0,101.0,50.5
192.0,64.0,2.0,2.0,1.0
192.0,65.0,5.0,302.0,60.4
192.0,66.0,5.0,104.0,20.8
192.0,67.0,4.0,202.0,50.5
192.0,68.0,5.0,401.0,80.2
192.0,69.0,5.0,401.0,80.2
192.0,70.0,4.0,202.0,50.5
192.0,71.0,1.0,1.0,1.0
192.0,72.0,2.0,200.0,100.0
192.0,73.0,1.0,100.0,100.0
192.0,74.0,2.0,200.0,100.0
192.0,75.0,2.0,101.0,50.5
192.0,76.0,3.0,102.0,34.0
192,77,0,0,0
192,78,0,0,0
192.0,79.0,1.0,1.0,1.0
192.0,80.0,2.0,101.0,50.5
192,81,0,0,0
192.0,82.0,2.0,200.0,100.0
192.0,83.0,1.0,1.0,1.0
192.0,84.0,1.0,1.0,1.0
192.0,85.0,3.0,102.0,34.0
192,86,0,0,0
192.0,87.0,2.0,2.0,1.0
192.0,88.0,2.0,101.0,50.5
192,89,0,0,0
192.0,90.0,3.0,3.0,1.0
192.0,91.0,1.0,100.0,100.0
192.0,92.0,1.0,100.0,100.0
192.0,93.0,1.0,100.0,100.0
192,94,0,0,0
192.0,95.0,2.0,101.0,50.5
192.0,96.0,2.0,200.0,100.0
192.0,97.0,2.0,200.0,100.0
192,98,0,0,0
192,99,0,0,0
193.0,0.0,2.0,200.0,100.0
193,1,0,0,0
193,2,0,0,0
193.0,3.0,1.0,1.0,1.0
193.0,4.0,2.0,2.0,1.0
193.0,5.0,1.0,1.0,1.0
193.0,6.0,1.0,100.0,100.0
193.0,7.0,2.0,200.0,100.0
193.0,8.0,1.0,1.0,1.0
193.0,9.0,6.0,204.0,34.0
193.0,10.0,3.0,3.0,1.0
193.0,11.0,7.0,304.0,43.42857142857143
193.0,12.0,4.0,4.0,1.0
193.0,13.0,5.0,203.0,40.6
193.0,14.0,2.0,101.0,50.5
193.0,15.0,7.0,7.0,1.0
193.0,16.0,8.0,8.0,1.0
193.0,17.0,9.0,405.0,45.0
193.0,18.0,2.0,101.0,50.5
193.0,19.0,8.0,107.0,13.375
193.0,20.0,5.0,5.0,1.0
193.0,21.0,3.0,201.0,67.0
193.0,22.0,6.0,6.0,1.0
193.0,23.0,18.0,18.0,1.0
193.0,24.0,7.0,106.0,15.142857142857142
193.0,25.0,5.0,5.0,1.0
193.0,26.0,7.0,106.0,15.142857142857142
193.0,27.0,8.0,206.0,25.75
193.0,28.0,9.0,306.0,34.0
193.0,29.0,7.0,7.0,1.0
193.0,30.0,6.0,6.0,1.0
193.0,31.0,8.0,305.0,38.125
193.0,32.0,7.0,106.0,15.142857142857142
193.0,33.0,5.0,5.0,1.0
193.0,34.0,6.0,6.0,1.0
193.0,35.0,8.0,107.0,13.375
193.0,36.0,5.0,5.0,1.0
193.0,37.0,7.0,106.0,15.142857142857142
193.0,38.0,4.0,202.0,50.5
193.0,39.0,7.0,205.0,29.285714285714285
193.0,40.0,13.0,112.0,8.615384615384615
193.0,41.0,15.0,312.0,20.8
193.0,42.0,7.0,106.0,15.142857142857142
193.0,43.0,5.0,203.0,40.6
193.0,44.0,5.0,203.0,40.6
193.0,45.0,5.0,203.0,40.6
